SPLog,DWT,Yas,Engines RPM,BACI,BACI-1,BACI-2,BACI-3,BPNI,BPNI-1,BPNI-2,BPNI-3,BSIS,BSIS-1,BSIS-2,BSIS-3,BHSI,BHSI-1,BHSI-2,BHSI-3,LIBOR,Japan,"China, People's Republic Of",Caterpillar,UK P&I,FEI,Total HP Main Eng,Philippines,"Korea, South",Others Country Build,MAN-B&W,Wartsila,Mitsubishi,Japan P&I Club,Gard,West of England,North of England,Britannia P&I,London P&I Club,Skuld,Steamship Mutual,Others,Unknown,Nippon Kaiji Kyokai (IACS),Lloyd's Register ,Bureau Veritas (IACS),Det Norske Veritas (IACS),American Bureau of Shipping (IACS) ,Others Class,With Two Classes,Disclassed,Panama,Marshall Islands,Liberia,Malta,"Hong Kong, China",Singapore,Others Flag,With two flags
6.67209785793572,"64,954",30,120,"3,174","3,494","3,887","6,189","3,399","3,420","3,567","3,757","2,288","2,271","2,224","2,416","1,153","1,163","1,159","1,138",0.0025052,1,0,0,0,1.69745374,13786,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.00000000000000,"64,911",25,120,"5,616","5,120","5,182","4,583","3,722","3,881","3,709","2,960","2,798","2,855","2,673","2,332","1,339","1,470","1,261","1,107",0.0537334,1,0,0,0,1.811087856,13786,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.79588001734407,"64,911",29,120,"4,262","3,370","3,516","1,922","2,410","2,462","2,950","2,632","1,750","1,847","2,066","1,760",897,"1,039","1,077","1,010",0.0028884,1,0,0,0,1.811087856,13786,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.69897000433602,"65,449",28,122,"7,241","6,125","2,348","2,066","2,904","2,900","1,523","1,374","1,701","1,831","1,427","1,288",754,864,693,688,0.0062071,0,0,0,0,1.616055719,14193,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6.72427586960079,"61,451",28,119,"2,846","3,946","5,385","7,241","2,276","2,157","3,183","2,904","1,966","1,740","2,081","1,701",974,833,887,754,0.0029795,1,0,0,0,1.564723864,13286,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6.69897000433602,"59,472",30,120,"1,310","1,351","2,346","2,910","1,820","1,310","1,845","2,377","1,398","1,177","1,493","1,526",696,707,829,796,0.003119,1,0,0,0,1.71260176,13501,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7.21748394421391,"64,120",26,90,"8,359","9,127","7,810","6,917","5,601","5,826","5,003","4,640","4,077","4,005","3,482","2,944","1,989","1,997","1,775","1,482",0.0535891,0,0,0,0,1.564389301,12599,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6.75910856661326,"63,990",30,90,"1,749","2,036","1,874","1,564","1,511","1,604","1,830","1,450","1,259","1,308","1,450","1,390",676,712,776,797,0.0024991,0,0,0,0,1.702990451,12599,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.83250891270624,"64,120",24,90,"4,013","4,592","4,190","3,735","2,329","2,659","2,606","2,084","1,922","2,042","1,927","1,965",,,,,0.0435223,0,0,0,1,1.499592111,12601,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7.39794000867204,"64,120",26,90,"14,078","14,002","10,715","8,930","11,515","9,410","7,620","7,384","6,949","5,588","5,004","4,705","3,198","2,777","2,495","2,348",0.0514652,0,0,0,1,1.499592111,12601,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7.20411998265593,"63,990",26,90,"8,643","8,359","9,127","7,810","6,426","5,601","5,826","5,003","4,039","4,077","4,005","3,482","1,947","1,989","1,997","1,775",0.0536,0,0,0,0,1.671854696,12599,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7.01283722470517,"64,746",25,120,"6,036","5,616","5,120","5,182","4,211","3,722","3,881","3,709","2,786","2,798","2,855","2,673","1,388","1,339","1,470","1,261",0.0537208,1,0,0,0,1.838686854,14401,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.38156539383409,"64,746",34,120,"1,007","1,229","1,936","1,071",453,675,712,974,469,629,703,925,285,349,398,480,0.0037097,1,0,0,0,1.838686854,14401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.79239168949825,"64,746",29,120,"2,910","4,262","3,370","3,516","2,377","2,410","2,462","2,950","1,526","1,750","1,847","2,066",796,897,"1,039","1,077",0.0028712,1,0,0,0,1.838686854,14401,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.75837376032590,"61,636",31,122,"1,194","1,190","1,319","1,496",982,984,923,"1,725","1,032","1,257","1,034","1,101",580,719,629,596,0.0045355,1,0,0,0,1.763509186,14400,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.60205999132796,"61,636",28,122,"7,241","6,125","2,348","2,066","2,904","2,900","1,523","1,374","1,701","1,831","1,427","1,288",754,864,693,688,0.0062071,1,0,0,0,1.763509186,14400,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.81291335664286,"61,636",29,122,"3,174","3,494","3,887","6,189","3,399","3,420","3,567","3,757","2,288","2,271","2,224","2,416","1,153","1,163","1,159","1,138",0.0025052,1,0,0,0,1.763509186,14400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.78532983501077,"65,785",24,120,"3,735","2,373","2,987","3,893","2,084","1,553","2,406","3,109","1,965",,,,,,,,0.0379902,1,0,0,0,1.6565229,13786,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.75587485567249,"65,020",29,119,"3,174","3,494","3,887","6,189","3,399","3,420","3,567","3,757","2,288","2,271","2,224","2,416","1,153","1,163","1,159","1,138",0.0025052,0,0,0,0,1.566469576,15202,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.75966784468963,"64,183",25,,"2,975","3,040","3,410","4,141","2,335","2,172","2,327","2,318","2,013","1,904","1,766","1,598",,,,,0.0518551,1,0,0,0,1.731161072,13499,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.84509804001426,"64,183",30,,"1,874","1,564","1,768","1,310","1,830","1,450","1,968","1,820","1,450","1,390","1,523","1,398",776,797,790,696,0.0026071,1,0,0,0,1.731161072,13499,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.74818802700620,"63,578",29,,"3,494","3,887","6,189","5,047","3,420","3,567","3,757","3,150","2,271","2,224","2,416","1,820","1,163","1,159","1,138",867,0.0025012,1,0,0,0,1.638407416,13680,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.81291335664286,"61,806",28,119,"3,370","3,516","1,922","2,711","2,462","2,950","2,632","2,748","1,847","2,066","1,760","2,066","1,039","1,077","1,010","1,155",0.0029137,1,0,0,0,1.733534886,13100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.75050839485135,"65,077",29,122,"3,174","3,494","3,887","6,189","3,399","3,420","3,567","3,757","2,288","2,271","2,224","2,416","1,153","1,163","1,159","1,138",0.0025052,1,0,0,0,1.854566977,14400,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.22271647114758,"64,285",26,119,"8,643","8,359","9,127","7,810","6,426","5,601","5,826","5,003","4,039","4,077","4,005","3,482","1,947","1,989","1,997","1,775",0.0536,1,0,0,0,1.677578553,15200,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.86923171973098,"64,236",24,119,"3,071","4,013","4,592","4,190","2,321","2,329","2,659","2,606","1,824","1,922","2,042","1,927",,,,,0.04491,1,0,0,0,1.853285059,15200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.89209460269048,"55,615",26,115,"13,978","18,749","14,173","11,993","9,627","9,912","8,972","7,867","5,843","6,405","5,444","4,827","2,713","3,304","2,789","2,417",0.0276539,1,0,0,0,,10599,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.89209460269048,"61,537",24,119,"2,975","3,040","3,410","4,141","2,335","2,172","2,327","2,318","2,013","1,904","1,766","1,598",,,,,0.0518551,1,0,0,0,1.755442926,13100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6.61752977363011,"61,537",31,119,"4,078","3,089","2,245","3,853","1,825","1,665","1,667","1,795","1,453","1,475","1,269","1,079",801,764,665,597,0.002439,1,0,0,0,1.755442926,13100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.77815125038364,"62,654",25,119,"7,810","6,917","6,045","5,972","5,003","4,640","3,923","4,258","3,482","2,944","2,808","2,989","1,775","1,482","1,393","1,535",0.0534701,1,0,0,0,2.12808972,15200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.86332286012046,"62,654",25,119,"10,715","8,930","8,643","8,359","7,620","7,384","6,426","5,601","5,004","4,705","4,039","4,077","2,495","2,348","1,947","1,989",0.0548271,1,0,0,0,2.12808972,15200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.13033376849501,"65,668",26,119,"14,002","10,715","8,930","8,643","9,410","7,620","7,384","6,426","5,588","5,004","4,705","4,039","2,777","2,495","2,348","1,947",0.055079,1,0,0,0,1.903514649,13899,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7.54406804435028,"65,960",25,120,"13,603","15,357","14,078","14,002","8,277","9,967","11,515","9,410","5,817","5,988","6,949","5,588","2,969","2,934","3,198","2,777",0.0497941,1,0,0,0,1.534118802,14400,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6.87506126339170,"65,960",28,,"5,217","3,936","3,425","3,174","4,247","3,900","3,674","3,399","2,982","2,715","2,431","2,288","1,477","1,356","1,375","1,153",0.0045851,1,0,0,0,1.506351946,14000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7.09691001300806,"62,343",25,120,"6,045","5,972","6,036","5,616","3,923","4,258","4,211","3,722","2,808","2,989","2,786","2,798","1,393","1,535","1,388","1,339",0.0536001,1,0,0,0,1.861819748,13786,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.69928996147945,"62,343",31,120,"4,078","3,089","2,245","3,853","1,825","1,665","1,667","1,795","1,453","1,475","1,269","1,079",801,764,665,597,0.002439,1,0,0,0,1.861819748,13786,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7.26717172840301,"64,930",25,123,"8,643","8,359","9,127","7,810","6,426","5,601","5,826","5,003","4,039","4,077","4,005","3,482","1,947","1,989","1,997","1,775",0.0536,1,0,0,0,1.695965619,15202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6.69019608002851,"64,930",27,123,"3,887","6,189","5,047","2,846","3,567","3,757","3,150","2,276","2,224","2,416","1,820","1,966","1,159","1,138",867,974,0.0025305,1,0,0,0,1.695965619,15202,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.59106460702650,"65,015",28,119,"7,241","6,125","2,348","2,066","2,904","2,900","1,523","1,374","1,701","1,831","1,427","1,288",754,864,693,688,0.0062071,1,0,0,0,1.785302293,12700,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6.71600334363480,"64,310",28,119,"3,946","5,385","7,241","6,125","2,157","3,183","2,904","2,900","1,740","2,081","1,701","1,831",833,887,754,864,0.0042452,1,0,0,0,1.769274627,15200,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.69897000433602,"67,485",28,120,"5,385","7,241","6,125","2,348","3,183","2,904","2,900","1,523","2,081","1,701","1,831","1,427",887,754,864,693,0.0051533,1,0,0,0,1.733528628,13786,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.69897000433602,"67,670",27,120,"5,385","7,241","6,125","2,348","3,183","2,904","2,900","1,523","2,081","1,701","1,831","1,427",887,754,864,693,0.0051533,1,0,0,0,1.705107365,13786,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.79239168949825,"65,164",28,119,"2,346","2,910","4,262","3,370","1,845","2,377","2,410","2,462","1,493","1,526","1,750","1,847",829,796,897,"1,039",0.0030272,1,0,0,0,1.689875508,13800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.95424250943933,"61,615",24,119,"4,583","3,645","2,975","3,040","2,960","3,038","2,335","2,172","2,332","2,227","2,013","1,904","1,107","1,076",,,0.0549533,1,0,0,0,,13101,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6.69897000433602,"60,665",24,119,"2,975","3,040","3,410","4,141","2,335","2,172","2,327","2,318","2,013","1,904","1,766","1,598",,,,,0.0518551,1,0,0,0,1.864258437,15202,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.49136169383427,"64,976",25,119,"15,357","14,078","14,002","10,715","9,967","11,515","9,410","7,620","5,988","6,949","5,588","5,004","2,934","3,198","2,777","2,495",0.0496208,1,0,0,0,1.677147854,15200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6.69897000433602,"64,976",27,119,"3,887","6,189","5,047","2,846","3,567","3,757","3,150","2,276","2,224","2,416","1,820","1,966","1,159","1,138",867,974,0.0025305,1,0,0,0,1.677147854,15200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6.75966784468963,"61,973",25,119,"4,141","2,896","3,071","4,013","2,318","1,905","2,321","2,329","1,598","1,453","1,824","1,922",,,,,0.0475555,0,0,0,0,1.654980436,15202,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.81291335664286,"62,343",29,122,"1,310","1,351","2,346","2,910","1,820","1,310","1,845","2,377","1,398","1,177","1,493","1,526",696,707,829,796,0.003119,1,0,0,0,1.542335886,14400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7.11394335230684,"65,159",25,122,"7,810","6,917","6,045","5,972","5,003","4,640","3,923","4,258","3,482","2,944","2,808","2,989","1,775","1,482","1,393","1,535",0.0534701,1,0,0,1,1.726545834,14400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.69019608002851,"65,159",27,122,"3,887","6,189","5,047","2,846","3,567","3,757","3,150","2,276","2,224","2,416","1,820","1,966","1,159","1,138",867,974,0.0025305,1,0,0,0,1.726545834,14400,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.00000000000000,"59,578",25,123,"8,766","13,603","15,357","14,078","5,686","8,277","9,967","11,515","3,860","5,817","5,988","6,949","1,988","2,969","2,934","3,198",0.0391764,1,0,0,0,,15200,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.60205999132796,"63,179",27,120,"7,241","6,125","2,348","2,066","2,904","2,900","1,523","1,374","1,701","1,831","1,427","1,288",754,864,693,688,0.0062071,0,0,0,0,1.741084854,14400,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6.76342799356294,"63,179",29,120,"1,351","2,346","2,910","4,262","1,310","1,845","2,377","2,410","1,177","1,493","1,526","1,750",707,829,796,897,0.0030341,0,0,0,0,1.741084854,14400,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7.47712125471966,"50,191",27,124,"8,766","13,603","15,357","14,078","5,686","8,277","9,967","11,515","3,860","5,817","5,988","6,949","1,988","2,969","2,934","3,198",0.0391764,1,0,0,0,,13200,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.90308998699194,"64,931",24,118,"4,583","3,645","2,975","3,040","2,960","3,038","2,335","2,172","2,332","2,227","2,013","1,904","1,107","1,076",,,0.0549533,1,0,0,0,1.579586062,12971,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.47712125471966,"64,931",26,118,"13,978","18,749","14,173","11,993","9,627","9,912","8,972","7,867","5,843","6,405","5,444","4,827","2,713","3,304","2,789","2,417",0.0276539,1,0,0,0,1.579586062,12971,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.73239375982297,"64,931",27,118,"3,887","6,189","5,047","2,846","3,567","3,757","3,150","2,276","2,224","2,416","1,820","1,966","1,159","1,138",867,974,0.0025305,1,0,0,0,1.579586062,12971,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.56855769961212,"60,678",32,119,"1,007","1,229","1,936","1,071",453,675,712,974,469,629,703,925,285,349,398,480,0.0037097,1,0,0,0,,12500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7.13987908640124,"65,163",25,119,"6,917","6,045","5,972","6,036","4,640","3,923","4,258","4,211","2,944","2,808","2,989","2,786","1,482","1,393","1,535","1,388",0.0535941,1,0,0,0,1.735574453,15200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.69930688616073,"65,163",30,119,"1,496","1,412","1,531","1,447","1,725","1,051",832,724,"1,101","1,030",712,655,596,565,415,406,0.0046681,1,0,0,0,1.735574453,15200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.06069784035361,"65,081",24,119,"5,616","5,120","5,182","4,583","3,722","3,881","3,709","2,960","2,798","2,855","2,673","2,332","1,339","1,470","1,261","1,107",0.0537334,1,0,0,1,1.781084909,15202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6.60773588337650,"65,081",31,119,"3,853","2,243","1,881","2,165","1,795",907,"1,057","1,007","1,079",939,912,954,597,531,531,564,0.0025318,1,0,0,1,1.781084909,15202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6.79239168949825,"62,297",28,120,"1,768","1,310","1,351","2,346","1,968","1,820","1,310","1,845","1,523","1,398","1,177","1,493",790,696,707,829,0.0030843,0,0,0,0,1.766744676,14401,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6.77815125038364,"64,854",23,,"3,071","4,013","4,592","4,190","2,321","2,329","2,659","2,606","1,824","1,922","2,042","1,927",,,,,0.04491,0,0,0,0,1.44555463,17402,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7.05307844348342,"64,471",24,120,"5,972","6,036","5,616","5,120","4,258","4,211","3,722","3,881","2,989","2,786","2,798","2,855","1,535","1,388","1,339","1,470",0.0535997,1,0,0,0,1.771300753,14400,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.16136800223498,"64,471",25,120,"8,643","8,359","9,127","7,810","6,426","5,601","5,826","5,003","4,039","4,077","4,005","3,482","1,947","1,989","1,997","1,775",0.0536,1,0,0,0,1.771300753,14400,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.80617997398389,"65,862",28,120,"4,262","3,370","3,516","1,922","2,410","2,462","2,950","2,632","1,750","1,847","2,066","1,760",897,"1,039","1,077","1,010",0.0028884,1,0,0,0,1.546443349,14400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6.50514997831991,"64,879",25,118,"1,337",838,"1,265","4,318",558,622,677,"2,382",421,622,583,"2,729",281,315,329,"1,361",0.0182935,1,0,0,1,1.467934081,14303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
